,State,Non-Workers - PersonsGraduate and above other than Technical Degree,Non-Workers - PersonsIlliterate,Non-Workers - PersonsLiterate,Non-Workers - PersonsLiterate but below Matric/Secondary,Non-Workers - PersonsMatric/Secondary but below Graduate,Non-Workers - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Non-Workers - PersonsTechnical Diploma or Certificate not equal to Degree,Non-Workers - PersonsTotal,Non-Workers - MalesGraduate and above other than Technical Degree,Non-Workers - MalesIlliterate,Non-Workers - MalesLiterate,Non-Workers - MalesLiterate but below Matric/Secondary,Non-Workers - MalesMatric/Secondary but below Graduate,Non-Workers - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Non-Workers - MalesTechnical Diploma or Certificate not equal to Degree,Non-Workers - MalesTotal,Non-Workers - FemalesGraduate and above other than Technical Degree,Non-Workers - FemalesIlliterate,Non-Workers - FemalesLiterate,Non-Workers - FemalesLiterate but below Matric/Secondary,Non-Workers - FemalesMatric/Secondary but below Graduate,Non-Workers - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Non-Workers - FemalesTechnical Diploma or Certificate not equal to Degree,Non-Workers - FemalesTotal,"Main Activity Beggars, Vagrants etc. - PersonsGraduate and above other than Technical Degree","Main Activity Beggars, Vagrants etc. - PersonsIlliterate","Main Activity Beggars, Vagrants etc. - PersonsLiterate","Main Activity Beggars, Vagrants etc. - PersonsLiterate but below Matric/Secondary","Main Activity Beggars, Vagrants etc. - PersonsMatric/Secondary but below Graduate","Main Activity Beggars, Vagrants etc. - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree","Main Activity Beggars, Vagrants etc. - PersonsTechnical Diploma or Certificate not equal to Degree","Main Activity Beggars, Vagrants etc. - PersonsTotal","Main Activity Beggars, Vagrants etc. - MalesGraduate and above other than Technical Degree","Main Activity Beggars, Vagrants etc. - MalesIlliterate","Main Activity Beggars, Vagrants etc. - MalesLiterate","Main Activity Beggars, Vagrants etc. - MalesLiterate but below Matric/Secondary","Main Activity Beggars, Vagrants etc. - MalesMatric/Secondary but below Graduate","Main Activity Beggars, Vagrants etc. - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree","Main Activity Beggars, Vagrants etc. - MalesTechnical Diploma or Certificate not equal to Degree","Main Activity Beggars, Vagrants etc. - MalesTotal","Main Activity Beggars, Vagrants etc. - FemalesGraduate and above other than Technical Degree","Main Activity Beggars, Vagrants etc. - FemalesIlliterate","Main Activity Beggars, Vagrants etc. - FemalesLiterate","Main Activity Beggars, Vagrants etc. - FemalesLiterate but below Matric/Secondary","Main Activity Beggars, Vagrants etc. - FemalesMatric/Secondary but below Graduate","Main Activity Beggars, Vagrants etc. - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree","Main Activity Beggars, Vagrants etc. - FemalesTechnical Diploma or Certificate not equal to Degree","Main Activity Beggars, Vagrants etc. - FemalesTotal",Main Activity Students - PersonsGraduate and above other than Technical Degree,Main Activity Students - PersonsIlliterate,Main Activity Students - PersonsLiterate,Main Activity Students - PersonsLiterate but below Matric/Secondary,Main Activity Students - PersonsMatric/Secondary but below Graduate,Main Activity Students - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Students - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Students - PersonsTotal,Main Activity Students - MalesGraduate and above other than Technical Degree,Main Activity Students - MalesIlliterate,Main Activity Students - MalesLiterate,Main Activity Students - MalesLiterate but below Matric/Secondary,Main Activity Students - MalesMatric/Secondary but below Graduate,Main Activity Students - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Students - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Students - MalesTotal,Main Activity Students - FemalesGraduate and above other than Technical Degree,Main Activity Students - FemalesIlliterate,Main Activity Students - FemalesLiterate,Main Activity Students - FemalesLiterate but below Matric/Secondary,Main Activity Students - FemalesMatric/Secondary but below Graduate,Main Activity Students - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Students - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Students - FemalesTotal,Main Activity Household Duties - PersonsGraduate and above other than Technical Degree,Main Activity Household Duties - PersonsIlliterate,Main Activity Household Duties - PersonsLiterate,Main Activity Household Duties - PersonsLiterate but below Matric/Secondary,Main Activity Household Duties - PersonsMatric/Secondary but below Graduate,Main Activity Household Duties - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Household Duties - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Household Duties - PersonsTotal,Main Activity Household Duties - MalesGraduate and above other than Technical Degree,Main Activity Household Duties - MalesIlliterate,Main Activity Household Duties - MalesLiterate,Main Activity Household Duties - MalesLiterate but below Matric/Secondary,Main Activity Household Duties - MalesMatric/Secondary but below Graduate,Main Activity Household Duties - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Household Duties - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Household Duties - MalesTotal,Main Activity Household Duties - FemalesGraduate and above other than Technical Degree,Main Activity Household Duties - FemalesIlliterate,Main Activity Household Duties - FemalesLiterate,Main Activity Household Duties - FemalesLiterate but below Matric/Secondary,Main Activity Household Duties - FemalesMatric/Secondary but below Graduate,Main Activity Household Duties - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Household Duties - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Household Duties - FemalesTotal,Main Activity Dependents - PersonsGraduate and above other than Technical Degree,Main Activity Dependents - PersonsIlliterate,Main Activity Dependents - PersonsLiterate,Main Activity Dependents - PersonsLiterate but below Matric/Secondary,Main Activity Dependents - PersonsMatric/Secondary but below Graduate,Main Activity Dependents - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Dependents - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Dependents - PersonsTotal,Main Activity Dependents - MalesGraduate and above other than Technical Degree,Main Activity Dependents - MalesIlliterate,Main Activity Dependents - MalesLiterate,Main Activity Dependents - MalesLiterate but below Matric/Secondary,Main Activity Dependents - MalesMatric/Secondary but below Graduate,Main Activity Dependents - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Dependents - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Dependents - MalesTotal,Main Activity Dependents - FemalesGraduate and above other than Technical Degree,Main Activity Dependents - FemalesIlliterate,Main Activity Dependents - FemalesLiterate,Main Activity Dependents - FemalesLiterate but below Matric/Secondary,Main Activity Dependents - FemalesMatric/Secondary but below Graduate,Main Activity Dependents - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Dependents - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Dependents - FemalesTotal,Main Activity Pensioners - PersonsGraduate and above other than Technical Degree,Main Activity Pensioners - PersonsIlliterate,Main Activity Pensioners - PersonsLiterate,Main Activity Pensioners - PersonsLiterate but below Matric/Secondary,Main Activity Pensioners - PersonsMatric/Secondary but below Graduate,Main Activity Pensioners - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Pensioners - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Pensioners - PersonsTotal,Main Activity Pensioners - MalesGraduate and above other than Technical Degree,Main Activity Pensioners - MalesIlliterate,Main Activity Pensioners - MalesLiterate,Main Activity Pensioners - MalesLiterate but below Matric/Secondary,Main Activity Pensioners - MalesMatric/Secondary but below Graduate,Main Activity Pensioners - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Pensioners - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Pensioners - MalesTotal,Main Activity Pensioners - FemalesGraduate and above other than Technical Degree,Main Activity Pensioners - FemalesIlliterate,Main Activity Pensioners - FemalesLiterate,Main Activity Pensioners - FemalesLiterate but below Matric/Secondary,Main Activity Pensioners - FemalesMatric/Secondary but below Graduate,Main Activity Pensioners - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Pensioners - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Pensioners - FemalesTotal,Main Activity Rentiers - PersonsGraduate and above other than Technical Degree,Main Activity Rentiers - PersonsIlliterate,Main Activity Rentiers - PersonsLiterate,Main Activity Rentiers - PersonsLiterate but below Matric/Secondary,Main Activity Rentiers - PersonsMatric/Secondary but below Graduate,Main Activity Rentiers - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Rentiers - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Rentiers - PersonsTotal,Main Activity Rentiers - MalesGraduate and above other than Technical Degree,Main Activity Rentiers - MalesIlliterate,Main Activity Rentiers - MalesLiterate,Main Activity Rentiers - MalesLiterate but below Matric/Secondary,Main Activity Rentiers - MalesMatric/Secondary but below Graduate,Main Activity Rentiers - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Rentiers - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Rentiers - MalesTotal,Main Activity Rentiers - FemalesGraduate and above other than Technical Degree,Main Activity Rentiers - FemalesIlliterate,Main Activity Rentiers - FemalesLiterate,Main Activity Rentiers - FemalesLiterate but below Matric/Secondary,Main Activity Rentiers - FemalesMatric/Secondary but below Graduate,Main Activity Rentiers - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Rentiers - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Rentiers - FemalesTotal,Main Activity Others - PersonsGraduate and above other than Technical Degree,Main Activity Others - PersonsIlliterate,Main Activity Others - PersonsLiterate,Main Activity Others - PersonsLiterate but below Matric/Secondary,Main Activity Others - PersonsMatric/Secondary but below Graduate,Main Activity Others - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Others - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Others - PersonsTotal,Main Activity Others - MalesGraduate and above other than Technical Degree,Main Activity Others - MalesIlliterate,Main Activity Others - MalesLiterate,Main Activity Others - MalesLiterate but below Matric/Secondary,Main Activity Others - MalesMatric/Secondary but below Graduate,Main Activity Others - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Others - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Others - MalesTotal,Main Activity Others - FemalesGraduate and above other than Technical Degree,Main Activity Others - FemalesIlliterate,Main Activity Others - FemalesLiterate,Main Activity Others - FemalesLiterate but below Matric/Secondary,Main Activity Others - FemalesMatric/Secondary but below Graduate,Main Activity Others - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Others - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Others - FemalesTotal,MaleNo Education,FemaleNo Education,Male_Below Matric/Secondary,Female_Below Matric/Secondary,Male_Below Graduate,Female_Below Graduate,Male_Above Graduate,Female_Above Graduate,Year,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total,%ageofPersons (Total),No.ofPersons(lakhs) (Total)
23, NCT of Delhi,1043554,3362445,7838447,4170149,2202087,135832,39791,11200892,256916,1279857,2945443,1771482,772016,62952,20435,4225300,786638,2082588,4893004,2398667,1430071,72880,19356,6975592,36,1533,540,329,99,8,2,2073,20,882,389,243,74,5,2,1271,16,651,151,86,25,3,0,802,216797,552220,4141017,2803007,1006391,55480,19612,4693237,110469,298069,2260996,1529832,549979,36091,11539,2559065,106328,254151,1880021,1273175,456412,19389,8073,2134172,570589,835378,2536949,931951,849495,37448,6721,3372327,4597,13568,28494,12423,8990,512,163,42062,565992,821810,2508455,919528,840505,36936,6558,3330265,49216,1863274,452048,241988,122856,4917,1729,2315322,19845,925578,201712,106024,58159,2482,1008,1127290,29371,937696,250336,135964,64697,2435,721,1188032,87814,41692,241345,43685,75059,17411,6831,283037,69503,13217,185193,28314,61982,13151,4851,198410,18311,28475,56152,15371,13077,4260,1980,84627,3740,6515,20740,7387,8047,373,147,27255,2591,2110,13947,4433,5858,287,116,16057,1149,4405,6793,2954,2189,86,31,11198,115362,61833,445808,141802,140140,20195,4749,507641,49891,26433,254712,90213,86974,10424,2756,281145,65471,35400,191096,51589,53166,9771,1993,226496,0,1,55,6,22,6,0,0,2011,0,15,11,0,0,26,0,1,0,0,0,1,27,20.4,2.27
24, Nagaland,27303,394079,610301,434470,122142,2140,1603,1004380,12566,190659,286633,206844,54663,1234,1013,477292,14737,203420,323668,227626,67479,906,590,527088,1,85,13,9,2,0,0,98,0,44,7,5,1,0,0,51,1,41,6,4,1,0,0,47,10208,112134,442125,343159,80595,905,877,554259,5091,57549,229230,178376,40927,532,577,286779,5117,54585,212895,164783,39668,373,300,267480,3735,24335,73464,45346,17787,168,121,97799,191,2634,4514,2974,873,12,23,7148,3544,21701,68950,42372,16914,156,98,90651,1338,249417,29110,18513,4627,67,55,278527,675,125994,14835,9276,2286,50,33,140829,663,123423,14275,9237,2341,17,22,137698,932,1729,11788,6870,2934,174,97,13517,791,885,8757,5111,2085,148,84,9642,141,844,3031,1759,849,26,13,3875,76,411,816,458,213,6,5,1227,59,155,485,235,147,6,5,640,17,256,331,223,66,0,0,587,11013,5968,52985,20115,15984,820,448,58953,5759,3398,28805,10867,8344,486,291,32203,5254,2570,24180,9248,7640,334,157,26750,1,0,15,5,9,3,0,0,2011,0,0,1,0,0,1,0,0,0,0,0,0,1,18.88,3.76
25, Odisha,565622,9467751,14964878,11052349,2717293,121095,91696,24432629,186175,3540445,5769036,4259135,1049731,66896,73535,9309481,379447,5927306,9195842,6793214,1667562,54199,18161,15123148,60,12112,4562,3596,335,17,8,16674,50,5676,3542,2848,266,12,8,9218,10,6436,1020,748,69,5,0,7456,77079,1356274,7569384,6197403,1137117,36478,49749,8925658,42801,695789,3963690,3188288,628634,25055,40976,4659479,34278,660485,3605694,3009115,508483,11423,8773,4266179,211010,1586976,3836217,2652611,780588,25993,3961,5423193,6347,62757,162208,117537,28357,1061,841,224965,204663,1524219,3674009,2535074,752231,24932,3120,5198228,57860,5733821,1581234,1172434,238949,8639,3896,7315055,14524,2582750,593147,459190,72518,3552,2975,3175897,43336,3151071,988087,713244,166431,5087,921,4139158,36821,438070,374146,196553,96561,20718,4547,812216,33506,110583,285173,132306,85782,18351,4254,395756,3315,327487,88973,64247,10779,2367,293,416460,1165,7708,12048,7057,2945,191,120,19756,840,2447,6788,3540,1873,149,117,9235,325,5261,5260,3517,1072,42,3,10521,181627,332790,1587287,822695,460798,29059,29415,1920077,88107,80443,754488,355426,232301,18716,24364,834931,93520,252347,832799,467269,228497,10343,5051,1085146,560,420,1230,856,1056,778,214,127,2011,32,149,149,49,2,381,11,65,48,19,6,149,530,32.59,138.53
26, Puducherry,41092,228782,574203,309531,178492,16187,14736,802985,10517,84457,195123,109153,57173,7020,7598,279580,30575,144325,379080,200378,121319,9167,7138,523405,0,68,20,7,8,0,1,88,0,29,16,6,5,0,1,45,0,39,4,1,3,0,0,43,7064,57181,264370,169982,74302,5682,5469,321551,3469,29000,136609,87421,37644,3305,3724,165609,3595,28181,127761,82561,36658,2377,1745,155942,18073,34036,178468,84655,62885,3635,2906,212504,245,755,2556,1138,894,87,89,3311,17828,33281,175912,83517,61991,3548,2817,209193,2860,106190,43825,23538,13012,1047,1081,150015,892,47520,14677,7576,4382,450,615,62197,1968,58670,29148,15962,8630,597,466,87818,3288,26710,33260,17038,9261,1046,915,59970,2676,5694,19374,7806,6661,787,665,25068,612,21016,13886,9232,2600,259,250,34902,119,367,1587,808,530,29,45,1954,90,99,876,366,329,21,40,975,29,268,711,442,201,8,5,979,9688,4230,52673,13503,18494,4748,4319,56903,3145,1360,21015,4840,7258,2370,2464,22375,6543,2870,31658,8663,11236,2378,1855,34528,4,7,125,34,257,111,10,9,2011,0,13,15,19,25,72,0,19,2,1,10,32,104,9.69,1.24
27, Punjab,666200,6482877,11363099,6592162,3472912,173133,127525,17845976,150188,2324090,4241218,2748618,1110436,65141,66882,6565308,516012,4158787,7121881,3843544,2362476,107992,60643,11280668,40,5869,1355,905,246,3,4,7224,24,3661,1045,717,184,2,3,4706,16,2208,310,188,62,1,1,2518,133297,1058213,5717298,4092566,1291647,80608,61468,6775511,52795,578341,3144292,2306944,674590,38106,38885,3722633,80502,479872,2573006,1785622,617057,42502,22583,3052878,347862,1999078,3896502,1794851,1524299,41615,18980,5895580,9253,83772,150771,72351,57399,1616,1366,234543,338609,1915306,3745731,1722500,1466900,39999,17614,5661037,31564,2959900,571143,316932,160713,5459,4174,3531043,9303,1484576,267396,154677,73167,2067,2387,1751972,22261,1475324,303747,162255,87546,3392,1787,1779071,47192,220148,288465,84410,106474,13366,22834,508613,38185,78010,212912,55349,89863,9508,11913,290922,9007,142138,75553,29061,16611,3858,10921,217691,959,6219,10119,4886,3582,116,124,16338,541,2862,5392,2370,2115,72,79,8254,418,3357,4727,2516,1467,44,45,8084,105286,233450,878217,297612,385951,31966,19941,1111667,40087,92868,459410,156210,213118,13770,12249,552278,65199,140582,418807,141402,172833,18196,7692,559389,273,46,193,75,283,87,6,3,2011,0,48,26,12,8,94,0,4,2,0,0,6,100,8.26,23.18
28, Rajasthan,974548,17592510,21069672,15380866,3691202,208970,80141,38662182,374189,7082375,10171546,7424819,1913424,118673,60090,17253921,600359,10510135,10898126,7956047,1777778,90297,20051,21408261,86,19014,3534,2557,313,13,5,22548,72,10300,3007,2227,272,9,4,13307,14,8714,527,330,41,4,1,9241,309907,2232173,15166181,11937063,2574895,93024,56953,17398354,191105,1188579,8740963,6698563,1623773,61750,44108,9929542,118802,1043594,6425218,5238500,951122,31274,12845,7468812,378816,2960513,3605166,2188900,714036,31992,3561,6565679,6676,98704,106756,71903,15396,1178,278,205460,372140,2861809,3498410,2116997,698640,30814,3283,6360219,32711,11811405,1010812,723470,98540,4839,1248,12822217,14912,5630092,513883,361683,54395,2716,940,6143975,17799,6181313,496929,361787,44145,2123,308,6678242,66473,138057,306956,97469,97477,16816,7579,445013,58821,40194,260631,75405,89006,14885,6556,300825,7652,97863,46325,22064,8471,1931,1023,144188,1144,10628,10945,6035,2644,126,51,21573,867,4071,7289,3724,2015,108,41,11360,277,6557,3656,2311,629,18,10,10213,185411,420720,966078,425372,203297,62160,10744,1386798,101736,110435,539017,211314,128567,38027,8163,649452,83675,310285,427061,214058,74730,24133,2581,737346,626,458,1392,570,887,267,111,37,2011,0,63,42,9,0,114,0,9,4,1,0,14,128,14.71,102.92
29, Sikkim,8518,101337,201102,150129,34656,1067,446,302439,3164,42365,86347,65705,13793,590,268,128712,5354,58972,114755,84424,20863,477,178,173727,1,30,30,18,6,0,0,60,1,16,23,14,3,0,0,39,0,14,7,4,3,0,0,21,2976,32417,139903,112108,21753,552,319,172320,1313,16532,70049,56160,10574,326,195,86581,1663,15885,69854,55948,11179,226,124,85739,1847,15760,34304,23294,6981,127,23,50064,83,863,1985,1436,320,9,2,2848,1764,14897,32319,21858,6661,118,21,47216,422,49290,8839,6163,1173,33,14,58129,175,23206,4534,3253,526,14,8,27740,247,26084,4305,2910,647,19,6,30389,343,1477,2933,1478,777,92,25,4410,259,572,2288,1189,586,81,22,2860,84,905,645,289,191,11,3,1550,57,135,415,212,104,8,1,550,41,51,279,144,67,6,1,330,16,84,136,68,37,2,0,220,2872,2228,14678,6856,3862,255,64,16906,1292,1125,7189,3509,1717,154,40,8314,1580,1103,7489,3347,2145,101,24,8592,52,36,46,33,7,7,2,1,2011,0,3,9,5,0,17,0,1,3,5,0,9,26,8.19,0.51
30, Tamil Nadu,1557654,12182207,27080142,15334642,7915019,638466,587269,39262349,436857,4654535,10048462,5910907,2767259,298051,331887,14702997,1120797,7527672,17031680,9423735,5147760,340415,255382,24559352,104,4084,2165,1287,405,41,31,6249,56,2130,1341,833,233,21,25,3471,48,1954,824,454,172,20,6,2778,300678,2813834,14178641,9429073,3785189,244873,246000,16992475,152263,1441571,7411415,4891919,1945832,148467,175108,8852986,148415,1372263,6767226,4537154,1839357,96406,70892,8139489,607368,1822399,6972924,3401532,2315246,123559,84434,8795323,8189,43298,119341,58347,36331,3334,3752,162639,599179,1779101,6853583,3343185,2278915,120225,80682,8632684,200159,7062544,3206336,1766310,870763,60074,53513,10268880,45915,3009213,981742,568571,234353,21965,27507,3990955,154244,4053331,2224594,1197739,636410,38109,26006,6277925,118480,229295,733666,198732,292486,37032,45624,962961,95748,51773,521309,117916,224007,28251,29821,573082,22732,177522,212357,80816,68479,8781,15803,389879,4422,25036,65831,35731,19203,963,1276,90867,2896,7208,34639,16890,11047,733,1105,41847,1526,17828,31192,18841,8156,230,171,49020,326443,225015,1920579,501977,631727,171924,156391,2145594,131790,99342,978675,256431,315456,95280,94569,1078017,194653,125673,941904,245546,316271,76644,61822,1067577,2576,1346,4510,2602,2803,1413,393,320,2011,14,408,596,599,146,1763,15,239,114,85,18,471,2234,11.28,82.63
31, Tripura,48172,651950,1552446,1172391,256685,4671,2512,2204396,17552,271223,557827,419895,101274,2902,1744,829050,30620,380727,994619,752496,155411,1769,768,1375346,14,684,674,521,39,0,0,1358,12,169,388,297,32,0,0,557,2,515,286,224,7,0,0,801,7182,110130,792455,658889,117687,1539,1396,902585,3960,56485,414561,339134,66473,995,929,471046,3222,53645,377894,319755,51214,544,467,431539,9301,57538,295780,216656,44225,252,85,353318,187,2020,5661,4121,824,14,6,7681,9114,55518,290119,212535,43401,238,79,345637,2170,431554,102075,77450,9871,152,70,533629,920,202658,38462,29033,4183,92,54,241120,1250,228896,63613,48417,5688,60,16,292509,6630,16366,45641,22354,11077,1082,283,62007,5168,3640,26607,10399,7989,828,267,30247,1462,12726,19034,11955,3088,254,16,31760,96,1551,2324,1577,388,8,3,3875,54,537,1038,636,228,7,3,1575,42,1014,1286,941,160,1,0,2300,22779,34127,313497,194944,73398,1638,675,347624,7251,5714,71110,36275,21545,966,485,76824,15528,28413,242387,158669,51853,672,190,270800,6,5,373,196,67,55,1,0,2011,0,1,1,0,0,2,0,0,0,0,0,0,2,14.05,5.24
32, Uttar Pradesh,3954080,61490935,72506691,50589097,14503211,424218,85039,133997626,1449367,21857025,32776723,23383144,6463832,253800,69895,54633748,2504713,39633910,39729968,27205953,8039379,170418,15144,79363878,507,44575,12463,8398,1708,51,9,57038,384,25720,10225,7059,1412,36,9,35945,123,18855,2238,1339,296,15,0,21093,1234359,7163062,48495289,37444259,8849253,208998,58045,55658351,717084,3683636,26432430,20173503,4928726,148538,49325,30116066,517275,3479426,22062859,17270756,3920527,60460,8720,25542285,1633945,17935996,14811523,8308104,3578864,79325,5120,32747519,67791,653503,840385,481705,193995,5506,891,1493888,1566154,17282493,13971138,7826399,3384869,73819,4229,31253631,256981,33981899,4634546,2991500,718311,19943,2853,38616445,105264,16551958,2305605,1491929,345522,11408,2265,18857563,151717,17429941,2328941,1499571,372789,8535,588,19758882,152104,535702,689096,209304,240411,29745,7367,1224798,130301,150721,538783,136322,206155,26089,7018,689504,21803,384981,150313,72982,34256,3656,349,535294,4028,25864,27488,12235,8209,412,96,53352,2714,10289,16971,6843,5552,325,87,27260,1314,15575,10517,5392,2657,87,9,26092,672156,1803837,3836286,1615297,1106455,85744,11549,5640123,425829,781198,2632324,1085783,782470,61898,10300,3413522,246327,1022639,1203962,529514,323985,23846,1249,2226601,654,473,990,815,951,788,118,54,2011,1,132,86,29,11,259,3,22,27,9,2,63,322,29.43,598.19
33, Uttarakhand,362999,2261097,3952920,2518076,934549,48397,16791,6214017,106127,861630,1724222,1149568,405095,26520,12473,2585852,256872,1399467,2228698,1368508,529454,21877,4318,3628165,118,1981,1094,675,201,11,4,3075,101,1258,961,598,182,8,4,2219,17,723,133,77,19,3,0,856,104860,367969,2569386,1858296,552176,24925,11303,2937355,51412,193823,1379261,994130,298408,16524,8338,1573084,53448,174146,1190125,864166,253768,8401,2965,1364271,155820,487371,843628,415279,234194,7938,755,1330999,2039,10642,20550,12265,5071,221,63,31192,153781,476729,823078,403014,229123,7717,692,1299807,12271,1300247,166129,109571,29911,1250,424,1466376,4242,630044,77868,52962,13874,636,347,707912,8029,670203,88261,56609,16037,614,77,758464,22446,64389,143544,61570,49523,3839,1715,207933,18733,12523,118135,47363,44824,3055,1611,130658,3713,51866,25409,14207,4699,784,104,77275,615,1466,3584,1555,1209,68,32,5050,382,423,2019,766,735,57,32,2442,233,1043,1565,789,474,11,0,2608,66869,37674,225555,71130,67335,10366,2558,263229,29218,12917,125428,41484,42001,6019,2078,138345,37651,24757,100127,29646,25334,4347,480,124884,17,12,57,54,102,47,16,12,2011,1,12,13,7,3,36,0,3,2,0,0,5,41,11.26,11.6
34, West Bengal,1920292,20282309,36237451,26651895,6424882,130069,55553,56519760,725277,7056464,13036516,9430205,2458582,79774,45435,20092980,1195015,13225845,23200935,17221690,3966300,50295,10118,36426780,540,60353,14730,10381,1777,34,13,75083,374,20717,9738,6981,1292,25,10,30455,166,39636,4992,3400,485,9,3,44628,316647,2358802,17705006,14355729,2840347,38902,25401,20063808,180415,1195688,9073116,7209769,1560605,27207,20465,10268804,136232,1163114,8631890,7145960,1279742,11695,4936,9795004,551700,4048316,8308309,5874354,1450048,17312,2432,12356625,15503,143151,260879,189876,38844,963,496,404030,536197,3905165,8047430,5684478,1411204,16349,1936,11952595,133663,11609433,2682981,1988619,347731,6910,3057,14292414,54686,5317110,1199729,901704,151332,3899,2632,6516839,78977,6292323,1483252,1086915,196399,3011,425,7775575,215731,265218,809537,283731,240792,25062,11396,1074755,177286,74893,579788,159293,191573,20748,10822,654681,38445,190325,229749,124438,49219,4314,574,420074,7085,44304,60002,34746,13620,466,367,104306,4887,16013,32251,16266,8707,384,354,48264,2198,28291,27751,18480,4913,82,13,56042,694926,1895883,6656886,4104335,1530567,41383,12887,8552769,292126,288892,1881015,946316,506229,26548,10656,2169907,402800,1606991,4775871,3158019,1024338,14835,2231,6382862,1272,1117,5817,4378,2329,1242,206,131,2011,0,394,638,139,24,1195,0,138,163,76,6,383,1578,19.98,184.98
