,State,Non-Workers - PersonsGraduate and above other than Technical Degree,Non-Workers - PersonsIlliterate,Non-Workers - PersonsLiterate,Non-Workers - PersonsLiterate but below Matric/Secondary,Non-Workers - PersonsMatric/Secondary but below Graduate,Non-Workers - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Non-Workers - PersonsTechnical Diploma or Certificate not equal to Degree,Non-Workers - PersonsTotal,Non-Workers - MalesGraduate and above other than Technical Degree,Non-Workers - MalesIlliterate,Non-Workers - MalesLiterate,Non-Workers - MalesLiterate but below Matric/Secondary,Non-Workers - MalesMatric/Secondary but below Graduate,Non-Workers - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Non-Workers - MalesTechnical Diploma or Certificate not equal to Degree,Non-Workers - MalesTotal,Non-Workers - FemalesGraduate and above other than Technical Degree,Non-Workers - FemalesIlliterate,Non-Workers - FemalesLiterate,Non-Workers - FemalesLiterate but below Matric/Secondary,Non-Workers - FemalesMatric/Secondary but below Graduate,Non-Workers - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Non-Workers - FemalesTechnical Diploma or Certificate not equal to Degree,Non-Workers - FemalesTotal,"Main Activity Beggars, Vagrants etc. - PersonsGraduate and above other than Technical Degree","Main Activity Beggars, Vagrants etc. - PersonsIlliterate","Main Activity Beggars, Vagrants etc. - PersonsLiterate","Main Activity Beggars, Vagrants etc. - PersonsLiterate but below Matric/Secondary","Main Activity Beggars, Vagrants etc. - PersonsMatric/Secondary but below Graduate","Main Activity Beggars, Vagrants etc. - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree","Main Activity Beggars, Vagrants etc. - PersonsTechnical Diploma or Certificate not equal to Degree","Main Activity Beggars, Vagrants etc. - PersonsTotal","Main Activity Beggars, Vagrants etc. - MalesGraduate and above other than Technical Degree","Main Activity Beggars, Vagrants etc. - MalesIlliterate","Main Activity Beggars, Vagrants etc. - MalesLiterate","Main Activity Beggars, Vagrants etc. - MalesLiterate but below Matric/Secondary","Main Activity Beggars, Vagrants etc. - MalesMatric/Secondary but below Graduate","Main Activity Beggars, Vagrants etc. - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree","Main Activity Beggars, Vagrants etc. - MalesTechnical Diploma or Certificate not equal to Degree","Main Activity Beggars, Vagrants etc. - MalesTotal","Main Activity Beggars, Vagrants etc. - FemalesGraduate and above other than Technical Degree","Main Activity Beggars, Vagrants etc. - FemalesIlliterate","Main Activity Beggars, Vagrants etc. - FemalesLiterate","Main Activity Beggars, Vagrants etc. - FemalesLiterate but below Matric/Secondary","Main Activity Beggars, Vagrants etc. - FemalesMatric/Secondary but below Graduate","Main Activity Beggars, Vagrants etc. - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree","Main Activity Beggars, Vagrants etc. - FemalesTechnical Diploma or Certificate not equal to Degree","Main Activity Beggars, Vagrants etc. - FemalesTotal",Main Activity Students - PersonsGraduate and above other than Technical Degree,Main Activity Students - PersonsIlliterate,Main Activity Students - PersonsLiterate,Main Activity Students - PersonsLiterate but below Matric/Secondary,Main Activity Students - PersonsMatric/Secondary but below Graduate,Main Activity Students - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Students - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Students - PersonsTotal,Main Activity Students - MalesGraduate and above other than Technical Degree,Main Activity Students - MalesIlliterate,Main Activity Students - MalesLiterate,Main Activity Students - MalesLiterate but below Matric/Secondary,Main Activity Students - MalesMatric/Secondary but below Graduate,Main Activity Students - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Students - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Students - MalesTotal,Main Activity Students - FemalesGraduate and above other than Technical Degree,Main Activity Students - FemalesIlliterate,Main Activity Students - FemalesLiterate,Main Activity Students - FemalesLiterate but below Matric/Secondary,Main Activity Students - FemalesMatric/Secondary but below Graduate,Main Activity Students - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Students - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Students - FemalesTotal,Main Activity Household Duties - PersonsGraduate and above other than Technical Degree,Main Activity Household Duties - PersonsIlliterate,Main Activity Household Duties - PersonsLiterate,Main Activity Household Duties - PersonsLiterate but below Matric/Secondary,Main Activity Household Duties - PersonsMatric/Secondary but below Graduate,Main Activity Household Duties - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Household Duties - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Household Duties - PersonsTotal,Main Activity Household Duties - MalesGraduate and above other than Technical Degree,Main Activity Household Duties - MalesIlliterate,Main Activity Household Duties - MalesLiterate,Main Activity Household Duties - MalesLiterate but below Matric/Secondary,Main Activity Household Duties - MalesMatric/Secondary but below Graduate,Main Activity Household Duties - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Household Duties - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Household Duties - MalesTotal,Main Activity Household Duties - FemalesGraduate and above other than Technical Degree,Main Activity Household Duties - FemalesIlliterate,Main Activity Household Duties - FemalesLiterate,Main Activity Household Duties - FemalesLiterate but below Matric/Secondary,Main Activity Household Duties - FemalesMatric/Secondary but below Graduate,Main Activity Household Duties - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Household Duties - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Household Duties - FemalesTotal,Main Activity Dependents - PersonsGraduate and above other than Technical Degree,Main Activity Dependents - PersonsIlliterate,Main Activity Dependents - PersonsLiterate,Main Activity Dependents - PersonsLiterate but below Matric/Secondary,Main Activity Dependents - PersonsMatric/Secondary but below Graduate,Main Activity Dependents - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Dependents - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Dependents - PersonsTotal,Main Activity Dependents - MalesGraduate and above other than Technical Degree,Main Activity Dependents - MalesIlliterate,Main Activity Dependents - MalesLiterate,Main Activity Dependents - MalesLiterate but below Matric/Secondary,Main Activity Dependents - MalesMatric/Secondary but below Graduate,Main Activity Dependents - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Dependents - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Dependents - MalesTotal,Main Activity Dependents - FemalesGraduate and above other than Technical Degree,Main Activity Dependents - FemalesIlliterate,Main Activity Dependents - FemalesLiterate,Main Activity Dependents - FemalesLiterate but below Matric/Secondary,Main Activity Dependents - FemalesMatric/Secondary but below Graduate,Main Activity Dependents - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Dependents - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Dependents - FemalesTotal,Main Activity Pensioners - PersonsGraduate and above other than Technical Degree,Main Activity Pensioners - PersonsIlliterate,Main Activity Pensioners - PersonsLiterate,Main Activity Pensioners - PersonsLiterate but below Matric/Secondary,Main Activity Pensioners - PersonsMatric/Secondary but below Graduate,Main Activity Pensioners - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Pensioners - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Pensioners - PersonsTotal,Main Activity Pensioners - MalesGraduate and above other than Technical Degree,Main Activity Pensioners - MalesIlliterate,Main Activity Pensioners - MalesLiterate,Main Activity Pensioners - MalesLiterate but below Matric/Secondary,Main Activity Pensioners - MalesMatric/Secondary but below Graduate,Main Activity Pensioners - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Pensioners - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Pensioners - MalesTotal,Main Activity Pensioners - FemalesGraduate and above other than Technical Degree,Main Activity Pensioners - FemalesIlliterate,Main Activity Pensioners - FemalesLiterate,Main Activity Pensioners - FemalesLiterate but below Matric/Secondary,Main Activity Pensioners - FemalesMatric/Secondary but below Graduate,Main Activity Pensioners - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Pensioners - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Pensioners - FemalesTotal,Main Activity Rentiers - PersonsGraduate and above other than Technical Degree,Main Activity Rentiers - PersonsIlliterate,Main Activity Rentiers - PersonsLiterate,Main Activity Rentiers - PersonsLiterate but below Matric/Secondary,Main Activity Rentiers - PersonsMatric/Secondary but below Graduate,Main Activity Rentiers - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Rentiers - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Rentiers - PersonsTotal,Main Activity Rentiers - MalesGraduate and above other than Technical Degree,Main Activity Rentiers - MalesIlliterate,Main Activity Rentiers - MalesLiterate,Main Activity Rentiers - MalesLiterate but below Matric/Secondary,Main Activity Rentiers - MalesMatric/Secondary but below Graduate,Main Activity Rentiers - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Rentiers - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Rentiers - MalesTotal,Main Activity Rentiers - FemalesGraduate and above other than Technical Degree,Main Activity Rentiers - FemalesIlliterate,Main Activity Rentiers - FemalesLiterate,Main Activity Rentiers - FemalesLiterate but below Matric/Secondary,Main Activity Rentiers - FemalesMatric/Secondary but below Graduate,Main Activity Rentiers - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Rentiers - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Rentiers - FemalesTotal,Main Activity Others - PersonsGraduate and above other than Technical Degree,Main Activity Others - PersonsIlliterate,Main Activity Others - PersonsLiterate,Main Activity Others - PersonsLiterate but below Matric/Secondary,Main Activity Others - PersonsMatric/Secondary but below Graduate,Main Activity Others - PersonsTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Others - PersonsTechnical Diploma or Certificate not equal to Degree,Main Activity Others - PersonsTotal,Main Activity Others - MalesGraduate and above other than Technical Degree,Main Activity Others - MalesIlliterate,Main Activity Others - MalesLiterate,Main Activity Others - MalesLiterate but below Matric/Secondary,Main Activity Others - MalesMatric/Secondary but below Graduate,Main Activity Others - MalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Others - MalesTechnical Diploma or Certificate not equal to Degree,Main Activity Others - MalesTotal,Main Activity Others - FemalesGraduate and above other than Technical Degree,Main Activity Others - FemalesIlliterate,Main Activity Others - FemalesLiterate,Main Activity Others - FemalesLiterate but below Matric/Secondary,Main Activity Others - FemalesMatric/Secondary but below Graduate,Main Activity Others - FemalesTechnical Degree or Diploma equal to Degree or Post-Graduate Degree,Main Activity Others - FemalesTechnical Diploma or Certificate not equal to Degree,Main Activity Others - FemalesTotal,MaleNo Education,FemaleNo Education,Male_Below Matric/Secondary,Female_Below Matric/Secondary,Male_Below Graduate,Female_Below Graduate,Male_Above Graduate,Female_Above Graduate,Year,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total,%ageofPersons (Total),No.ofPersons(lakhs) (Total)
10, Gujarat,1133229,13198428,22473517,15139143,4623073,225301,240149,35671945,272336,5006738,8483608,6032305,1641922,119723,135208,13490346,860893,8191690,13989909,9106838,2981151,105578,104941,22181599,78,9100,3484,2400,446,11,14,12584,55,5379,2656,1860,346,7,12,8035,23,3721,828,540,100,4,2,4549,242748,1955554,11981508,9202812,2126266,109522,118896,13937062,126644,1043916,6699923,5069267,1241830,73955,81863,7743839,116104,911638,5281585,4133545,884436,35567,37033,6193223,674381,3034224,7685220,4328864,1949699,54354,40149,10719444,12366,79289,178845,104853,41373,1988,1612,258134,662015,2954935,7506375,4224011,1908326,52366,38537,10461310,50428,7970013,1605658,1122453,218017,10098,10620,9575671,29655,3790840,839103,573449,129519,7248,7066,4629943,20773,4179173,766555,549004,88498,2850,3554,4945728,62900,35654,326311,85021,95773,22851,40003,361965,52733,11155,245398,56320,78883,18709,25480,256553,10167,24499,80913,28701,16890,4142,14523,105412,1272,7912,15569,8770,3784,262,246,23481,887,2941,9541,4995,2567,223,201,12482,385,4971,6028,3775,1217,39,45,10999,101422,185971,855767,388823,229088,28203,30221,1041738,49996,73218,508142,221561,147404,17593,18974,581360,51426,112753,347625,167262,81684,10610,11247,460378,20,12,103,46,68,36,4,4,2011,1,13,12,13,4,43,1,5,2,0,0,8,51,5.09,0.75
11, Haryana,663267,6473678,9961276,6117931,2701822,156231,101997,16434954,200024,2392833,4295265,2750643,1137821,72662,67222,6688098,463243,4080845,5666011,3367288,1564001,83569,34775,9746856,62,6043,1928,1319,318,7,9,7971,47,4225,1706,1198,282,6,7,5931,15,1818,222,121,36,1,2,2040,174580,918469,6116303,4310135,1453471,75971,63280,7034772,90020,503250,3467031,2418934,842145,46163,46598,3970281,84560,415219,2649272,1891201,611326,29808,16682,3064491,292955,1683351,2536343,1265459,826101,34879,9017,4219694,6580,45229,67379,33642,21759,1012,497,112608,286375,1638122,2468964,1231817,804342,33867,8520,4107086,26563,3295081,393025,232300,93095,4257,2343,3688106,10589,1658549,200505,119108,49875,2068,1520,1859054,15974,1636532,192520,113192,43220,2189,823,1829052,46760,416765,310120,114849,104815,11666,15281,726885,39201,129887,237845,78313,91582,9371,10201,367732,7559,286878,72275,36536,13233,2295,5080,359153,973,3962,7259,2970,2783,131,130,11221,702,1547,4846,1776,2035,99,100,6393,271,2415,2413,1194,748,32,30,4828,121374,150007,596298,190899,221239,29320,11937,746305,52885,50146,315953,97672,130143,13943,8299,366099,68489,99861,280345,93227,91096,15377,3638,380206,636,538,2238,1435,957,451,81,46,2011,2,163,182,82,14,443,0,24,18,6,0,48,491,16.63,102.23
12, Himachal Pradesh,122285,1152932,2152248,1287899,652784,24628,21004,3305180,40204,489842,948658,597133,271698,11283,12861,1438500,82081,663090,1203590,690766,381086,13345,8143,1866680,13,528,181,113,44,1,0,709,10,304,147,93,36,1,0,451,3,224,34,20,8,0,0,258,32756,195990,1391623,975971,352019,9987,11405,1587613,14123,103684,740479,522355,185234,5417,7754,844163,18633,92306,651144,453616,166785,4570,3651,743450,36993,141224,404364,186036,160088,3619,1489,545588,1281,7306,17164,8004,6666,198,138,24470,35712,133918,387200,178032,153422,3421,1351,521118,2740,746329,64480,39379,14208,442,310,810809,1200,357635,33225,21068,7311,252,202,390860,1540,388694,31255,18311,6897,190,108,419949,13502,47353,103872,38596,41209,2827,3641,151225,11538,14690,82285,27492,36177,2200,2241,96975,1964,32663,21587,11104,5032,627,1400,54250,190,601,1372,601,488,17,28,1973,135,232,823,311,318,11,20,1055,55,369,549,290,170,6,8,918,36091,20907,186356,47203,84728,7735,4131,207263,11917,5991,74535,17810,35956,3204,2506,80526,24174,14916,111821,29393,48772,4531,1625,126737,575,155,879,288,951,315,59,23,2011,4,91,146,75,16,332,0,15,11,17,1,44,376,11.16,28.83
13, Jammu & Kashmir,222325,3920165,4298424,2745741,1134483,62658,25893,8218589,94908,1451673,1993899,1305415,504230,31203,13277,3445572,127417,2468492,2304525,1440326,630253,31455,12616,4773017,18,3182,511,318,93,3,1,3693,12,1836,399,265,76,1,0,2235,6,1346,112,53,17,2,1,1458,81755,526079,2989041,2153183,683395,25592,14027,3515120,43871,274719,1625241,1163305,376597,13871,8415,1899960,37884,251360,1363800,989878,306798,11721,5612,1615160,44853,995368,649754,338539,220764,7208,3897,1645122,1610,47684,30897,17337,9028,387,152,78581,43243,947684,618857,321202,211736,6821,3745,1566541,6970,2139077,140683,79525,32530,1490,966,2279760,2640,1060567,66482,38903,14084,645,411,1127049,4330,1078510,74201,40622,18446,845,555,1152711,16089,30685,96394,31062,38172,6393,1247,127079,13762,14506,83407,26571,33819,5477,1127,97913,2327,16179,12987,4491,4353,916,120,29166,250,1240,1668,608,599,87,20,2908,198,675,1219,426,450,69,14,1894,52,565,449,182,149,18,6,1014,72390,224534,420373,142506,158930,21885,5735,644907,32815,51686,186254,58608,70176,10753,3158,237940,39575,172848,234119,83898,88754,11132,2577,406967,37,12,69,61,137,93,26,8,2011,0,9,7,0,1,17,0,4,2,0,0,6,23,8.06,5.59
14, Jharkhand,497689,9037779,10852081,7818683,2145732,50312,31169,19889860,207312,3510463,4995083,3612297,1002019,31600,25493,8505546,290377,5527316,5856998,4206386,1143713,18712,5676,11384314,31,8488,1329,881,154,3,0,9817,25,3897,1016,714,130,2,0,4913,6,4591,313,167,24,1,0,4904,139570,1220888,7597145,6098484,1253068,22230,19125,8818033,84197,620582,4114782,3206281,753183,16022,15646,4735364,55373,600306,3482363,2892203,499885,6208,3479,4082669,170572,1642646,1838241,1027251,515754,6635,1162,3480887,5206,64289,69854,41819,16300,331,237,134143,165366,1578357,1768387,985432,499454,6304,925,3346744,27300,5702665,557522,354629,97497,2031,1330,6260187,14650,2697854,286815,179829,51642,1335,1179,2984669,12650,3004811,270707,174800,45855,696,151,3275518,29741,154581,165905,61709,56857,4777,2946,320486,26582,49651,137255,47611,49813,4050,2764,186906,3159,104930,28650,14098,7044,727,182,133580,1144,5270,7590,3187,2566,118,115,12860,941,1966,4985,1719,1874,102,107,6951,203,3304,2605,1468,692,16,8,5909,129331,303241,684349,272542,219836,14518,6491,987590,75711,72224,380376,134324,129077,9758,5560,452600,53620,231017,303973,138218,90759,4760,931,534990,45,35,44,61,48,40,7,7,2011,0,2,12,4,0,18,0,15,3,0,0,18,36,10.35,13.27
15, Karnataka,1057793,12066112,21156588,12717377,5690063,401783,277103,33222700,323431,4547373,8149168,5270410,1893630,187205,182572,12696541,734362,7518739,13007420,7446967,3796433,214578,94531,20526159,125,8135,2547,1446,459,44,23,10682,74,3961,1642,1003,249,28,19,5603,51,4174,905,443,210,16,4,5079,235233,1714186,12096559,8734898,2608555,175540,150838,13810745,136564,870115,6412434,4553010,1392185,104753,113382,7282549,98669,844071,5684125,4181888,1216370,70787,37456,6528196,494219,2119632,5770166,2552087,2119794,87721,36231,7889798,9274,60154,128974,62759,39879,2908,2408,189128,484945,2059478,5641192,2489328,2079915,84813,33823,7700670,96146,7716408,1736335,981513,415333,25046,15723,9452743,29610,3438237,672598,405781,136715,10093,9838,4110835,66536,4278171,1063737,575732,278618,14953,5885,5341908,76393,276598,417802,122476,130359,25457,27202,694400,63605,69479,297940,69545,100448,21773,20918,367419,12788,207119,119862,52931,29911,3684,6284,326981,5647,15391,43036,15812,15849,1480,1410,58427,4044,5499,25894,7972,9880,1263,1240,31393,1603,9892,17142,7840,5969,217,170,27034,150030,215762,1090143,309145,399714,86495,45676,1305905,80260,99928,609686,170340,214274,46387,34767,709614,69770,115834,480457,138805,185440,40108,10909,596291,148,100,287,137,315,114,75,36,2011,0,23,44,17,1,85,0,2,1,2,1,6,91,36.96,124.33
16, Kerala,999580,4682857,17104141,9465387,5238900,229521,430682,21786998,252474,2036803,5539040,3360289,1464826,88029,190062,7575843,747106,2646054,11565101,6105098,3774074,141492,240620,14211155,24,2182,1533,1115,198,5,16,3715,14,1168,1032,765,132,4,10,2200,10,1014,501,350,66,1,6,1515,164457,994508,7047959,4811760,1769540,77041,138027,8042467,76172,505291,3601754,2478312,884418,37746,78560,4107045,88285,489217,3446205,2333448,885122,39295,59467,3935422,300263,412288,5263820,2620298,1926626,25970,56772,5676108,5634,25194,139827,82923,38057,846,3306,165021,294629,387094,5123993,2537375,1888569,25124,53466,5511087,31721,3166379,1584070,1174529,232094,4209,12131,4750449,9839,1464420,612554,466897,78337,1632,6162,2076974,21882,1701959,971516,707632,153757,2577,5969,2673475,94745,28466,596625,138569,207949,31508,87689,625091,67801,7976,404043,92830,158030,17100,45450,412019,26944,20490,192582,45739,49919,14408,42239,213072,2874,2588,37772,18645,12513,298,1112,40360,1767,1015,20386,10051,6317,172,844,21401,1107,1573,17386,8594,6196,126,268,18959,405496,76446,2572362,700471,1089980,90490,134935,2648808,91247,31739,759444,228511,299535,30529,55730,791183,314249,44707,1812918,471960,790445,59961,79205,1857625,2111,1301,3788,1693,2207,984,366,172,2011,0,256,362,154,28,800,2,86,14,14,8,124,924,20.91,129.76
17, Lakshadweep,590,11390,34330,23885,7659,199,196,45720,254,4717,13088,8780,3342,102,106,17805,336,6673,21242,15105,4317,97,90,27915,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,163,2898,14075,10770,2987,42,39,16973,60,1471,6980,5400,1444,21,22,8451,103,1427,7095,5370,1543,21,17,8522,57,2195,9091,6786,1269,17,21,11286,7,134,816,550,149,5,4,950,50,2061,8275,6236,1120,12,17,10336,3,5727,679,459,38,0,0,6406,1,2829,368,260,21,0,0,3197,2,2898,311,199,17,0,0,3209,27,112,858,523,171,18,31,970,27,84,760,462,152,18,27,844,0,28,98,61,19,0,4,126,0,3,25,16,7,1,1,28,0,2,24,16,6,1,1,26,0,1,1,0,1,0,0,2,340,454,9601,5330,3187,121,104,10055,159,197,4140,2092,1570,57,52,4337,181,257,5461,3238,1617,64,52,5718,100,70,3216,1067,2638,954,258,128,2011,0,94,165,117,54,430,0,54,40,10,11,115,545,7.05,23.95
18, Madhya Pradesh,1115670,17260434,23792242,17818209,3949428,175728,41719,41052676,360062,7019178,10446158,7981848,1746308,102365,31755,17465336,755608,10241256,13346084,9836361,2203120,73363,9964,23587340,162,19051,6552,4985,662,16,5,25603,128,9941,5601,4363,565,12,4,15542,34,9110,951,622,97,4,1,10061,277370,2734379,16303744,13432816,2326571,92769,25781,19038123,152758,1411636,8745999,7059015,1365147,62758,19806,10157635,124612,1322743,7557745,6373801,961424,30011,5975,8880488,504349,2876438,4709656,2821586,1042909,28086,2660,7586094,12752,115636,172633,111826,33295,1340,288,288269,491597,2760802,4537023,2709760,1009614,26746,2372,7297825,51254,10913406,1194561,845616,158015,5950,1241,12107967,22755,5273024,601312,431110,77538,3406,1016,5874336,28499,5640382,593249,414506,80477,2544,225,6233631,85003,328904,369458,134504,108456,12728,5396,698362,71522,93883,277772,86633,89345,10856,5182,371655,13481,235021,91686,47871,19111,1872,214,326707,1814,10418,13081,6967,3187,151,77,23499,1217,3788,7938,3974,2099,121,73,11726,597,6630,5143,2993,1088,30,4,11773,195718,377838,1195190,571735,309628,36028,6559,1573028,98930,111270,634903,284927,178319,23872,5386,746173,96788,266568,560287,286808,131309,12156,1173,826855,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0.02
19, Maharashtra,2569250,20422975,42523480,25711890,11423231,689047,341597,62946455,767004,8554789,17071392,10810888,4370395,350448,227860,25626181,1802246,11868186,25452088,14901002,7052836,338599,113737,37320274,211,15603,7134,4259,964,61,25,22737,150,8048,5000,3168,690,42,20,13048,61,7555,2134,1091,274,19,5,9689,584757,4266102,24146471,17046617,5677750,300800,209911,28412573,328513,2247768,13171448,9093149,3216274,188794,153563,15419216,256244,2018334,10975023,7953468,2461476,112006,56348,12993357,1297881,2998749,12278696,5862819,4115449,143893,40559,15277445,35927,145265,394761,196260,120021,5934,2476,540026,1261954,2853484,11883935,5666559,3995428,137959,38083,14737419,108131,12704921,2754879,1728233,466086,20139,8652,15459800,39512,5936736,1239378,812131,207155,10279,5945,7176114,68619,6768185,1515501,916102,258931,9860,2707,8283686,227373,119940,1199969,318373,446360,104898,42120,1319909,178720,59642,948690,244379,370016,76364,35433,1008332,48653,60298,251279,73994,76344,28534,6687,311577,2371,20794,34755,19128,9484,437,271,55549,1524,7356,19250,9873,5923,296,225,26606,847,13438,15505,9255,3561,141,46,28943,348526,296866,2101576,732461,707138,118819,40059,2398442,182658,149974,1292865,451928,450316,68739,30198,1442839,165868,146892,808711,280533,256822,50080,9861,955603,1043,905,2317,1874,1737,1201,143,39,2011,6,107,80,15,5,213,6,32,9,3,0,50,263,31.65,234.06
20, Manipur,65735,593966,957218,602072,247813,6554,3193,1551184,28883,258821,440357,282696,111060,3522,1222,699178,36852,335145,516861,319376,136753,3032,1971,852006,8,171,68,46,4,1,0,239,7,76,32,19,3,0,0,108,1,95,36,27,1,1,0,131,18301,161101,661418,479287,152192,2659,1421,822519,10448,82470,346727,248286,81713,1451,627,429197,7853,78631,314691,231001,70479,1208,794,393322,15845,73518,134199,64229,42935,517,356,207717,876,4887,8571,4277,2459,40,17,13458,14969,68631,125628,59952,40476,477,339,194259,3830,336318,43917,23578,9505,252,100,380235,1767,162661,21453,11855,4396,134,35,184114,2063,173657,22464,11723,5109,118,65,196121,4676,3994,17534,5920,5354,508,158,21528,3762,1063,13896,4555,4344,421,131,14959,914,2931,3638,1365,1010,87,27,6569,255,597,1052,383,328,13,5,1649,196,227,722,249,221,9,3,949,59,370,330,134,107,4,2,700,22820,18267,99030,28629,37495,2604,1153,117297,11827,7437,48956,13455,17924,1467,409,56393,10993,10830,50074,15174,19571,1137,744,60904,1159,694,5692,2640,3865,1659,171,67,2011,0,299,203,71,18,591,3,50,7,6,1,67,658,17.35,197.92
21, Meghalaya,25515,808713,972557,766449,147004,3237,1159,1781270,8951,374769,413354,330910,59951,1485,624,788123,16564,433944,559203,435539,87053,1752,535,993147,1,259,69,49,8,0,0,328,0,94,43,33,5,0,0,137,1,165,26,16,3,0,0,191,9097,176427,719432,598193,101603,1554,730,895859,4176,89824,354556,295764,48995,789,406,444380,4921,86603,364876,302429,52608,765,324,451479,6022,71577,142243,102024,24063,417,64,213820,156,5532,6483,4796,876,24,4,12015,5866,66045,135760,97228,23187,393,60,201805,1251,542463,47809,34655,4861,127,33,590272,424,271047,20724,14903,1861,52,18,291771,827,271416,27085,19752,3000,75,15,298501,2697,2096,11771,4860,3200,365,95,13867,1700,599,6922,2722,1895,232,61,7521,997,1497,4849,2138,1305,133,34,6346,143,832,1440,848,369,16,0,2272,57,246,406,196,129,6,0,652,86,586,1034,652,240,10,0,1620,6304,15059,49793,25820,12900,758,237,64852,2438,7427,24220,12496,6190,382,135,31647,3866,7632,25573,13324,6710,376,102,33205,1,1,6,9,10,5,1,0,2011,0,1,4,1,0,6,0,0,0,0,0,0,6,36.89,10.22
22, Mizoram,10914,203138,407363,310801,78139,1559,484,610501,4679,95875,168724,129138,31974,970,204,264599,6235,107263,238639,181663,46165,589,280,345902,1,21,23,18,3,0,0,44,0,14,16,14,1,0,0,30,1,7,7,4,2,0,0,14,3973,44163,261853,205650,50194,679,253,306016,1938,22351,134733,106641,25049,430,102,157084,2035,21812,127120,99009,25145,249,151,148932,2134,11776,87178,67519,15177,130,52,98954,171,801,4928,3778,850,15,5,5729,1963,10975,82250,63741,14327,115,47,93225,338,145172,20174,16367,2154,19,8,165346,211,71905,9748,7829,1131,14,4,81653,127,73267,10426,8538,1023,5,4,83693,681,398,8230,5574,1445,270,68,8628,578,126,5594,3629,982,248,46,5720,103,272,2636,1945,463,22,22,2908,49,146,961,718,163,4,1,1107,33,56,444,310,90,2,1,500,16,90,517,408,73,2,0,607,3738,1462,28944,14955,9003,457,102,30406,1748,622,13261,6937,3871,261,46,13883,1990,840,15683,8018,5132,196,56,16523,15,3,43,26,48,8,5,5,2011,0,12,6,0,0,18,0,1,2,0,0,3,21,11.87,3.61
